# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-12 12:41:46 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13305310 LEMHI RIVER BELOW L5 DIVERSION NEAR SALMON, ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13305310
#            TS   parameter     statistic     Description
#         46359       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46359_00060_00003	46359_00060_00003_cd
USGS	13305310	2016-10-12	234	A
USGS	13305310	2016-10-13	241	A
USGS	13305310	2016-10-14	243	A
USGS	13305310	2016-10-15	275	A
USGS	13305310	2016-10-16	293	A
USGS	13305310	2016-10-17	292	A
USGS	13305310	2016-10-18	302	A
USGS	13305310	2016-10-19	288	A
USGS	13305310	2016-10-20	283	A
USGS	13305310	2016-10-21	282	A
USGS	13305310	2016-10-22	266	A
USGS	13305310	2016-10-23	264	A
USGS	13305310	2016-10-24	276	A
USGS	13305310	2016-10-25	300	A
USGS	13305310	2016-10-26	297	A
USGS	13305310	2016-10-27	283	A
USGS	13305310	2016-10-28	286	A
USGS	13305310	2016-10-29	310	A
USGS	13305310	2016-10-30	322	A
USGS	13305310	2016-10-31	418	A
USGS	13305310	2016-11-01	436	A
USGS	13305310	2016-11-02	432	A
USGS	13305310	2016-11-03	403	A
USGS	13305310	2016-11-04	389	A
USGS	13305310	2016-11-05	394	A
USGS	13305310	2016-11-06	381	A
USGS	13305310	2016-11-07	381	A
USGS	13305310	2016-11-08	379	A
USGS	13305310	2016-11-09	410	A
USGS	13305310	2016-11-10	411	A
USGS	13305310	2016-11-11	398	A
USGS	13305310	2016-11-12	385	A
USGS	13305310	2016-11-13	397	A
USGS	13305310	2016-11-14	381	A
USGS	13305310	2016-11-15	421	A
USGS	13305310	2016-11-16	454	A
USGS	13305310	2016-11-17	422	A
USGS	13305310	2016-11-18	360	A
USGS	13305310	2016-11-19	376	A
USGS	13305310	2016-11-20	390	A
USGS	13305310	2016-11-21	395	A
USGS	13305310	2016-11-22	382	A
USGS	13305310	2016-11-23	383	A
USGS	13305310	2016-11-24	361	A
USGS	13305310	2016-11-25	348	A
USGS	13305310	2016-11-26	369	A
USGS	13305310	2016-11-27	371	A
USGS	13305310	2016-11-28	396	A
USGS	13305310	2016-11-29	436	A
USGS	13305310	2016-11-30	374	A
USGS	13305310	2016-12-01	434	A
USGS	13305310	2016-12-02	439	A
USGS	13305310	2016-12-03	432	A
USGS	13305310	2016-12-04	417	A
USGS	13305310	2016-12-05	363	A
USGS	13305310	2016-12-06	330	A
USGS	13305310	2016-12-07	316	A
USGS	13305310	2016-12-08	268	A
USGS	13305310	2016-12-09	304	A
USGS	13305310	2016-12-10	304	A
USGS	13305310	2016-12-11	321	A
USGS	13305310	2016-12-12	323	A
USGS	13305310	2016-12-13	287	A
USGS	13305310	2016-12-14	247	A
USGS	13305310	2016-12-15	309	A
USGS	13305310	2016-12-16	345	A
USGS	13305310	2016-12-17	245	A
USGS	13305310	2016-12-18	233	A
USGS	13305310	2016-12-19	250	A
USGS	13305310	2016-12-20	274	A
USGS	13305310	2016-12-21	289	A
USGS	13305310	2016-12-22	260	A
USGS	13305310	2016-12-23	247	A
USGS	13305310	2016-12-24	291	A
USGS	13305310	2016-12-25	355	A
USGS	13305310	2016-12-26	331	A
USGS	13305310	2016-12-27	302	A
USGS	13305310	2016-12-28	353	A
USGS	13305310	2016-12-29	321	A:e
USGS	13305310	2016-12-30	316	A:e
USGS	13305310	2016-12-31	305	A:e
USGS	13305310	2017-01-01	290	A:e
USGS	13305310	2017-01-02	287	A:e
USGS	13305310	2017-01-03	291	A:e
USGS	13305310	2017-01-04	262	A:e
USGS	13305310	2017-01-05	223	A:e
USGS	13305310	2017-01-06	202	A:e
USGS	13305310	2017-01-07	209	A:e
USGS	13305310	2017-01-08	276	A:e
USGS	13305310	2017-01-09	350	A:e
USGS	13305310	2017-01-10	349	A:e
USGS	13305310	2017-01-11	290	A:e
USGS	13305310	2017-01-12	273	A:e
USGS	13305310	2017-01-13	234	A:e
USGS	13305310	2017-01-14	200	A:e
USGS	13305310	2017-01-15	163	A:e
USGS	13305310	2017-01-16	164	A:e
USGS	13305310	2017-01-17	204	A:e
USGS	13305310	2017-01-18	231	A:e
USGS	13305310	2017-01-19	269	A:e
USGS	13305310	2017-01-20	281	A:e
USGS	13305310	2017-01-21	286	A:e
USGS	13305310	2017-01-22	294	A:e
USGS	13305310	2017-01-23	295	A:e
USGS	13305310	2017-01-24	289	A:e
USGS	13305310	2017-01-25	296	A:e
USGS	13305310	2017-01-26	293	A:e
USGS	13305310	2017-01-27	278	A:e
USGS	13305310	2017-01-28	254	A:e
USGS	13305310	2017-01-29	280	A:e
USGS	13305310	2017-01-30	292	A:e
USGS	13305310	2017-01-31	295	A:e
USGS	13305310	2017-02-01	293	A:e
USGS	13305310	2017-02-02	291	A:e
USGS	13305310	2017-02-03	263	A:e
USGS	13305310	2017-02-04	318	A:e
USGS	13305310	2017-02-05	303	A:e
USGS	13305310	2017-02-06	291	A:e
USGS	13305310	2017-02-07	288	A:e
USGS	13305310	2017-02-08	293	A:e
USGS	13305310	2017-02-09	329	A:e
USGS	13305310	2017-02-10	366	A
USGS	13305310	2017-02-11	427	A
USGS	13305310	2017-02-12	304	A
USGS	13305310	2017-02-13	306	A
USGS	13305310	2017-02-14	297	A
USGS	13305310	2017-02-15	297	A
USGS	13305310	2017-02-16	310	A
USGS	13305310	2017-02-17	318	A
USGS	13305310	2017-02-18	329	A
USGS	13305310	2017-02-19	413	A
USGS	13305310	2017-02-20	399	A
USGS	13305310	2017-02-21	427	A
USGS	13305310	2017-02-22	429	A
USGS	13305310	2017-02-23	354	A
USGS	13305310	2017-02-24	329	A
USGS	13305310	2017-02-25	315	A
USGS	13305310	2017-02-26	296	A
USGS	13305310	2017-02-27	274	A
USGS	13305310	2017-02-28	294	A
USGS	13305310	2017-03-01	299	A
USGS	13305310	2017-03-02	297	A
USGS	13305310	2017-03-03	301	A
USGS	13305310	2017-03-04	316	A
USGS	13305310	2017-03-05	313	A
USGS	13305310	2017-03-06	294	A
USGS	13305310	2017-03-07	282	A
USGS	13305310	2017-03-08	300	A
USGS	13305310	2017-03-09	330	A
USGS	13305310	2017-03-10	429	A
USGS	13305310	2017-03-11	444	A
USGS	13305310	2017-03-12	400	A
USGS	13305310	2017-03-13	393	A
USGS	13305310	2017-03-14	413	A
USGS	13305310	2017-03-15	471	A
USGS	13305310	2017-03-16	510	A
USGS	13305310	2017-03-17	509	A
USGS	13305310	2017-03-18	526	A
USGS	13305310	2017-03-19	586	A
USGS	13305310	2017-03-20	543	A
USGS	13305310	2017-03-21	522	A
USGS	13305310	2017-03-22	523	A
USGS	13305310	2017-03-23	510	A
USGS	13305310	2017-03-24	478	A
USGS	13305310	2017-03-25	433	A
USGS	13305310	2017-03-26	422	A
USGS	13305310	2017-03-27	398	A
USGS	13305310	2017-03-28	373	A
USGS	13305310	2017-03-29	358	A
USGS	13305310	2017-03-30	425	A
USGS	13305310	2017-03-31	402	A
USGS	13305310	2017-04-01	380	A
USGS	13305310	2017-04-02	374	A
USGS	13305310	2017-04-03	375	A
USGS	13305310	2017-04-04	382	A
USGS	13305310	2017-04-05	376	A
USGS	13305310	2017-04-06	362	A
USGS	13305310	2017-04-07	365	A
USGS	13305310	2017-04-08	392	A
USGS	13305310	2017-04-09	384	A
USGS	13305310	2017-04-10	364	A
USGS	13305310	2017-04-11	355	A
USGS	13305310	2017-04-12	350	A
USGS	13305310	2017-04-13	351	A
USGS	13305310	2017-04-14	390	A
USGS	13305310	2017-04-15	389	A
USGS	13305310	2017-04-16	382	A
USGS	13305310	2017-04-17	400	A
USGS	13305310	2017-04-18	390	A
USGS	13305310	2017-04-19	382	A
USGS	13305310	2017-04-20	367	A
USGS	13305310	2017-04-21	397	A
USGS	13305310	2017-04-22	380	A
USGS	13305310	2017-04-23	375	A
USGS	13305310	2017-04-24	412	A
USGS	13305310	2017-04-25	418	A
USGS	13305310	2017-04-26	445	A
USGS	13305310	2017-04-27	419	A
USGS	13305310	2017-04-28	360	A
USGS	13305310	2017-04-29	332	A
USGS	13305310	2017-04-30	348	A
USGS	13305310	2017-05-01	345	A
USGS	13305310	2017-05-02	332	A
USGS	13305310	2017-05-03	299	A
USGS	13305310	2017-05-04	262	A
USGS	13305310	2017-05-05	287	A
USGS	13305310	2017-05-06	421	A
USGS	13305310	2017-05-07	720	A
USGS	13305310	2017-05-08	828	A
USGS	13305310	2017-05-09	744	A
USGS	13305310	2017-05-10	723	A
USGS	13305310	2017-05-11	734	A
USGS	13305310	2017-05-12	854	A
USGS	13305310	2017-05-13	1050	A
USGS	13305310	2017-05-14	1070	A
USGS	13305310	2017-05-15	967	A
USGS	13305310	2017-05-16	873	A
USGS	13305310	2017-05-17	855	A
USGS	13305310	2017-05-18	830	A
USGS	13305310	2017-05-19	760	A
USGS	13305310	2017-05-20	698	A
USGS	13305310	2017-05-21	643	A
USGS	13305310	2017-05-22	589	A
USGS	13305310	2017-05-23	609	A
USGS	13305310	2017-05-24	758	A
USGS	13305310	2017-05-25	943	A
USGS	13305310	2017-05-26	966	A
USGS	13305310	2017-05-27	880	A
USGS	13305310	2017-05-28	778	A
USGS	13305310	2017-05-29	776	A
USGS	13305310	2017-05-30	880	A
USGS	13305310	2017-05-31	1040	A
USGS	13305310	2017-06-01	1150	A
USGS	13305310	2017-06-02	1400	A
USGS	13305310	2017-06-03	1510	A
USGS	13305310	2017-06-04	1510	A
USGS	13305310	2017-06-05	1760	A
USGS	13305310	2017-06-06	1870	A
USGS	13305310	2017-06-07	1650	A
USGS	13305310	2017-06-08	1770	A
USGS	13305310	2017-06-09	1890	A
USGS	13305310	2017-06-10	1650	A
USGS	13305310	2017-06-11	1410	A
USGS	13305310	2017-06-12	1270	A
USGS	13305310	2017-06-13	1850	A
USGS	13305310	2017-06-14	1760	A
USGS	13305310	2017-06-15	1370	A
USGS	13305310	2017-06-16	1230	A
USGS	13305310	2017-06-17	1250	A
USGS	13305310	2017-06-18	1160	A
USGS	13305310	2017-06-19	1090	A
USGS	13305310	2017-06-20	1090	A
USGS	13305310	2017-06-21	1270	A
USGS	13305310	2017-06-22	1280	A
USGS	13305310	2017-06-23	1020	A
USGS	13305310	2017-06-24	895	A
USGS	13305310	2017-06-25	805	A
USGS	13305310	2017-06-26	739	A
USGS	13305310	2017-06-27	760	A
USGS	13305310	2017-06-28	770	A
USGS	13305310	2017-06-29	704	A
USGS	13305310	2017-06-30	623	A
USGS	13305310	2017-07-01	578	A
USGS	13305310	2017-07-02	540	A
USGS	13305310	2017-07-03	531	A
USGS	13305310	2017-07-04	502	A
USGS	13305310	2017-07-05	461	A
USGS	13305310	2017-07-06	429	A
USGS	13305310	2017-07-07	384	A
USGS	13305310	2017-07-08	346	A
USGS	13305310	2017-07-09	319	A
USGS	13305310	2017-07-10	290	A
USGS	13305310	2017-07-11	257	A
USGS	13305310	2017-07-12	246	A
USGS	13305310	2017-07-13	238	A
USGS	13305310	2017-07-14	235	A
USGS	13305310	2017-07-15	219	A
USGS	13305310	2017-07-16	210	A
USGS	13305310	2017-07-17	196	A
USGS	13305310	2017-07-18	178	A
USGS	13305310	2017-07-19	159	A
USGS	13305310	2017-07-20	143	A
USGS	13305310	2017-07-21	131	A
USGS	13305310	2017-07-22	114	A
USGS	13305310	2017-07-23	87.8	A
USGS	13305310	2017-07-24	67.1	A
USGS	13305310	2017-07-25	64.9	A
USGS	13305310	2017-07-26	84.8	A
USGS	13305310	2017-07-27	102	A
USGS	13305310	2017-07-28	117	A
USGS	13305310	2017-07-29	87.5	A
USGS	13305310	2017-07-30	73.9	A
USGS	13305310	2017-07-31	66.8	A
USGS	13305310	2017-08-01	52.7	A
USGS	13305310	2017-08-02	59.4	A
USGS	13305310	2017-08-03	66.6	A
USGS	13305310	2017-08-04	55.2	A
USGS	13305310	2017-08-05	43.5	A
USGS	13305310	2017-08-06	37.0	A
USGS	13305310	2017-08-07	26.8	A
USGS	13305310	2017-08-08	26.0	A
USGS	13305310	2017-08-09	26.5	A
USGS	13305310	2017-08-10	26.1	A
USGS	13305310	2017-08-11	26.3	A
USGS	13305310	2017-08-12	26.0	A
USGS	13305310	2017-08-13	26.1	A
USGS	13305310	2017-08-14	26.3	A
USGS	13305310	2017-08-15	25.6	A
USGS	13305310	2017-08-16	25.9	A
USGS	13305310	2017-08-17	25.9	A
USGS	13305310	2017-08-18	25.8	A
USGS	13305310	2017-08-19	26.0	A
USGS	13305310	2017-08-20	25.7	A
USGS	13305310	2017-08-21	25.9	A
USGS	13305310	2017-08-22	26.1	A
USGS	13305310	2017-08-23	26.0	A
USGS	13305310	2017-08-24	26.0	A
USGS	13305310	2017-08-25	26.2	A
USGS	13305310	2017-08-26	26.2	A
USGS	13305310	2017-08-27	26.0	A
USGS	13305310	2017-08-28	26.0	A
USGS	13305310	2017-08-29	26.2	A
USGS	13305310	2017-08-30	26.0	A
USGS	13305310	2017-08-31	26.3	A
USGS	13305310	2017-09-01	25.6	A
USGS	13305310	2017-09-02	25.9	A
USGS	13305310	2017-09-03	25.9	A
USGS	13305310	2017-09-04	25.7	A
USGS	13305310	2017-09-05	25.6	A
USGS	13305310	2017-09-06	26.0	A
USGS	13305310	2017-09-07	26.1	A
USGS	13305310	2017-09-08	25.9	A
USGS	13305310	2017-09-09	25.7	A
USGS	13305310	2017-09-10	26.2	A
USGS	13305310	2017-09-11	25.8	A
USGS	13305310	2017-09-12	26.0	A
USGS	13305310	2017-09-13	26.5	A
USGS	13305310	2017-09-14	32.0	A
USGS	13305310	2017-09-15	85.4	A
USGS	13305310	2017-09-16	139	A
USGS	13305310	2017-09-17	144	A
USGS	13305310	2017-09-18	164	A
USGS	13305310	2017-09-19	229	A
USGS	13305310	2017-09-20	219	A
USGS	13305310	2017-09-21	220	A
USGS	13305310	2017-09-22	236	A
USGS	13305310	2017-09-23	241	A
USGS	13305310	2017-09-24	231	A
USGS	13305310	2017-09-25	232	A
USGS	13305310	2017-09-26	245	A
USGS	13305310	2017-09-27	251	A
USGS	13305310	2017-09-28	241	A
USGS	13305310	2017-09-29	247	A
USGS	13305310	2017-09-30	257	A
USGS	13305310	2017-10-01	271	A
USGS	13305310	2017-10-02	282	A
USGS	13305310	2017-10-03	282	A
USGS	13305310	2017-10-04	306	A
USGS	13305310	2017-10-05	341	A
USGS	13305310	2017-10-06	352	A
USGS	13305310	2017-10-07	355	A
USGS	13305310	2017-10-08	347	A
USGS	13305310	2017-10-09	338	A
USGS	13305310	2017-10-10	335	A
USGS	13305310	2017-10-11	339	A
USGS	13305310	2017-10-12	343	A
USGS	13305310	2017-10-13	343	A
USGS	13305310	2017-10-14	340	A
USGS	13305310	2017-10-15	335	A
USGS	13305310	2017-10-16	332	A
USGS	13305310	2017-10-17	330	A
USGS	13305310	2017-10-18	326	A
USGS	13305310	2017-10-19	323	A
USGS	13305310	2017-10-20	327	A
USGS	13305310	2017-10-21	340	A
USGS	13305310	2017-10-22	338	A
USGS	13305310	2017-10-23	347	A
USGS	13305310	2017-10-24	343	A
USGS	13305310	2017-10-25	338	A
USGS	13305310	2017-10-26	335	A
USGS	13305310	2017-10-27	330	A
USGS	13305310	2017-10-28	327	A
USGS	13305310	2017-10-29	324	A
USGS	13305310	2017-10-30	329	A
USGS	13305310	2017-10-31	329	A
USGS	13305310	2017-11-01	342	A
USGS	13305310	2017-11-02	348	A
USGS	13305310	2017-11-03	364	A
USGS	13305310	2017-11-04	365	A
USGS	13305310	2017-11-05	340	A
USGS	13305310	2017-11-06	347	A
USGS	13305310	2017-11-07	320	A
USGS	13305310	2017-11-08	310	A
USGS	13305310	2017-11-09	343	A
USGS	13305310	2017-11-10	354	A
USGS	13305310	2017-11-11	358	A
USGS	13305310	2017-11-12	353	A
USGS	13305310	2017-11-13	353	A
USGS	13305310	2017-11-14	362	A
USGS	13305310	2017-11-15	353	A
USGS	13305310	2017-11-16	365	A
USGS	13305310	2017-11-17	368	A
USGS	13305310	2017-11-18	341	A
USGS	13305310	2017-11-19	316	A
USGS	13305310	2017-11-20	339	A
USGS	13305310	2017-11-21	351	A
USGS	13305310	2017-11-22	369	A
USGS	13305310	2017-11-23	386	A
USGS	13305310	2017-11-24	394	A
USGS	13305310	2017-11-25	382	A
USGS	13305310	2017-11-26	377	A
USGS	13305310	2017-11-27	384	A
USGS	13305310	2017-11-28	376	A
USGS	13305310	2017-11-29	363	A
USGS	13305310	2017-11-30	324	A
USGS	13305310	2017-12-01	335	A
USGS	13305310	2017-12-02	344	A
USGS	13305310	2017-12-03	353	A
USGS	13305310	2017-12-04	336	A
USGS	13305310	2017-12-05	287	A:e
USGS	13305310	2017-12-06	246	A:e
USGS	13305310	2017-12-07	252	A:e
USGS	13305310	2017-12-08	238	A:e
USGS	13305310	2017-12-09	228	A:e
USGS	13305310	2017-12-10	246	A:e
USGS	13305310	2017-12-11	253	A:e
USGS	13305310	2017-12-12	252	A:e
USGS	13305310	2017-12-13	270	A:e
USGS	13305310	2017-12-14	301	A:e
USGS	13305310	2017-12-15	312	A:e
USGS	13305310	2017-12-16	300	A:e
USGS	13305310	2017-12-17	299	A:e
USGS	13305310	2017-12-18	311	A
USGS	13305310	2017-12-19	318	A
USGS	13305310	2017-12-20	320	A
USGS	13305310	2017-12-21	312	A
USGS	13305310	2017-12-22	308	A
USGS	13305310	2017-12-23	308	A
USGS	13305310	2017-12-24	227	A:e
USGS	13305310	2017-12-25	250	A:e
USGS	13305310	2017-12-26	273	A:e
USGS	13305310	2017-12-27	261	A:e
USGS	13305310	2017-12-28	255	A:e
USGS	13305310	2017-12-29	261	A:e
USGS	13305310	2017-12-30	261	A:e
USGS	13305310	2017-12-31	244	A:e
USGS	13305310	2018-01-01	229	A:e
USGS	13305310	2018-01-02	224	A:e
USGS	13305310	2018-01-03	236	A:e
USGS	13305310	2018-01-04	251	A:e
USGS	13305310	2018-01-05	286	A:e
USGS	13305310	2018-01-06	306	A:e
USGS	13305310	2018-01-07	313	A:e
USGS	13305310	2018-01-08	310	A
USGS	13305310	2018-01-09	312	A
USGS	13305310	2018-01-10	328	A
USGS	13305310	2018-01-11	317	A
USGS	13305310	2018-01-12	320	A
USGS	13305310	2018-01-13	319	A
USGS	13305310	2018-01-14	317	A
USGS	13305310	2018-01-15	313	A
USGS	13305310	2018-01-16	302	A
USGS	13305310	2018-01-17	296	A:e
USGS	13305310	2018-01-18	314	A
USGS	13305310	2018-01-19	356	A
USGS	13305310	2018-01-20	321	A
USGS	13305310	2018-01-21	312	A
USGS	13305310	2018-01-22	293	A:e
USGS	13305310	2018-01-23	289	A
USGS	13305310	2018-01-24	300	A:e
USGS	13305310	2018-01-25	299	A:e
USGS	13305310	2018-01-26	281	A:e
USGS	13305310	2018-01-27	286	A:e
USGS	13305310	2018-01-28	300	A
USGS	13305310	2018-01-29	307	A
USGS	13305310	2018-01-30	345	A
USGS	13305310	2018-01-31	327	A
USGS	13305310	2018-02-01	306	A
USGS	13305310	2018-02-02	313	A
USGS	13305310	2018-02-03	360	A
USGS	13305310	2018-02-04	430	A
USGS	13305310	2018-02-05	456	A
USGS	13305310	2018-02-06	368	A
USGS	13305310	2018-02-07	342	A
USGS	13305310	2018-02-08	352	A
USGS	13305310	2018-02-09	362	A
USGS	13305310	2018-02-10	327	A
USGS	13305310	2018-02-11	290	A
USGS	13305310	2018-02-12	289	A
USGS	13305310	2018-02-13	267	A
USGS	13305310	2018-02-14	285	A
USGS	13305310	2018-02-15	299	A
USGS	13305310	2018-02-16	284	A
USGS	13305310	2018-02-17	297	A
USGS	13305310	2018-02-18	306	A
USGS	13305310	2018-02-19	283	A
USGS	13305310	2018-02-20	236	A:e
USGS	13305310	2018-02-21	218	A:e
USGS	13305310	2018-02-22	243	A:e
USGS	13305310	2018-02-23	252	A:e
USGS	13305310	2018-02-24	255	A:e
USGS	13305310	2018-02-25	263	A:e
USGS	13305310	2018-02-26	279	A:e
USGS	13305310	2018-02-27	250	A:e
USGS	13305310	2018-02-28	248	A:e
USGS	13305310	2018-03-01	251	A:e
USGS	13305310	2018-03-02	267	A:e
USGS	13305310	2018-03-03	259	A:e
USGS	13305310	2018-03-04	268	A:e
USGS	13305310	2018-03-05	265	A:e
USGS	13305310	2018-03-06	273	A:e
USGS	13305310	2018-03-07	276	A:e
USGS	13305310	2018-03-08	287	A
USGS	13305310	2018-03-09	331	A
USGS	13305310	2018-03-10	326	A
USGS	13305310	2018-03-11	308	A:e
USGS	13305310	2018-03-12	316	A:e
USGS	13305310	2018-03-13	335	A:e
USGS	13305310	2018-03-14	395	A:e
USGS	13305310	2018-03-15	459	A:e
USGS	13305310	2018-03-16	413	A:e
USGS	13305310	2018-03-17	367	A:e
USGS	13305310	2018-03-18	348	A:e
USGS	13305310	2018-03-19	343	A:e
USGS	13305310	2018-03-20	326	A
USGS	13305310	2018-03-21	325	A
USGS	13305310	2018-03-22	375	A
USGS	13305310	2018-03-23	502	A
USGS	13305310	2018-03-24	481	A
USGS	13305310	2018-03-25	447	A
USGS	13305310	2018-03-26	375	A
USGS	13305310	2018-03-27	350	A
USGS	13305310	2018-03-28	355	A
USGS	13305310	2018-03-29	356	A
USGS	13305310	2018-03-30	361	A
USGS	13305310	2018-03-31	387	A
USGS	13305310	2018-04-01	383	A
USGS	13305310	2018-04-02	384	A
USGS	13305310	2018-04-03	341	A
USGS	13305310	2018-04-04	347	A
USGS	13305310	2018-04-05	345	A
USGS	13305310	2018-04-06	374	A
USGS	13305310	2018-04-07	406	A
USGS	13305310	2018-04-08	454	A
USGS	13305310	2018-04-09	415	A
USGS	13305310	2018-04-10	385	A
USGS	13305310	2018-04-11	397	A
USGS	13305310	2018-04-12	418	A
USGS	13305310	2018-04-13	406	A
USGS	13305310	2018-04-14	386	A
USGS	13305310	2018-04-15	379	A
USGS	13305310	2018-04-16	395	A
USGS	13305310	2018-04-17	397	A
USGS	13305310	2018-04-18	369	A
USGS	13305310	2018-04-19	356	A
USGS	13305310	2018-04-20	352	A
USGS	13305310	2018-04-21	357	A
USGS	13305310	2018-04-22	386	A
USGS	13305310	2018-04-23	419	A
USGS	13305310	2018-04-24	413	A
USGS	13305310	2018-04-25	393	A:e
USGS	13305310	2018-04-26	382	A:e
USGS	13305310	2018-04-27	375	A
USGS	13305310	2018-04-28	406	A
USGS	13305310	2018-04-29	450	A
USGS	13305310	2018-04-30	434	A
USGS	13305310	2018-05-01	377	A
USGS	13305310	2018-05-02	302	A
USGS	13305310	2018-05-03	209	A
USGS	13305310	2018-05-04	179	A
USGS	13305310	2018-05-05	188	A
USGS	13305310	2018-05-06	225	A
USGS	13305310	2018-05-07	312	A
USGS	13305310	2018-05-08	387	A:e
USGS	13305310	2018-05-09	453	A:e
USGS	13305310	2018-05-10	553	A:e
USGS	13305310	2018-05-11	602	A
USGS	13305310	2018-05-12	606	A
USGS	13305310	2018-05-13	565	A
USGS	13305310	2018-05-14	530	A
USGS	13305310	2018-05-15	489	A
USGS	13305310	2018-05-16	498	A
USGS	13305310	2018-05-17	576	A
USGS	13305310	2018-05-18	712	A
USGS	13305310	2018-05-19	816	A
USGS	13305310	2018-05-20	870	A
USGS	13305310	2018-05-21	940	A
USGS	13305310	2018-05-22	965	A
USGS	13305310	2018-05-23	1010	A
USGS	13305310	2018-05-24	1120	A:e
USGS	13305310	2018-05-25	1310	A:e
USGS	13305310	2018-05-26	1420	A:e
USGS	13305310	2018-05-27	1500	A:e
USGS	13305310	2018-05-28	1560	A:e
USGS	13305310	2018-05-29	1580	A:e
USGS	13305310	2018-05-30	1620	A:e
USGS	13305310	2018-05-31	1490	A:e
USGS	13305310	2018-06-01	1500	A:e
USGS	13305310	2018-06-02	1440	A:e
USGS	13305310	2018-06-03	1210	A:e
USGS	13305310	2018-06-04	1100	A:e
USGS	13305310	2018-06-05	1080	A:e
USGS	13305310	2018-06-06	1050	A:e
USGS	13305310	2018-06-07	1010	A:e
USGS	13305310	2018-06-08	1050	A:e
USGS	13305310	2018-06-09	1030	A:e
USGS	13305310	2018-06-10	1050	A:e
USGS	13305310	2018-06-11	924	A:e
USGS	13305310	2018-06-12	815	A:e
USGS	13305310	2018-06-13	685	A:e
USGS	13305310	2018-06-14	624	A
USGS	13305310	2018-06-15	601	A
USGS	13305310	2018-06-16	814	A
USGS	13305310	2018-06-17	808	A
USGS	13305310	2018-06-18	1100	A
USGS	13305310	2018-06-19	1140	A
USGS	13305310	2018-06-20	999	A:e
USGS	13305310	2018-06-21	1000	A
USGS	13305310	2018-06-22	1030	A
USGS	13305310	2018-06-23	991	A
USGS	13305310	2018-06-24	925	A
USGS	13305310	2018-06-25	856	A
USGS	13305310	2018-06-26	800	A
USGS	13305310	2018-06-27	736	A
USGS	13305310	2018-06-28	687	A
USGS	13305310	2018-06-29	681	A
USGS	13305310	2018-06-30	648	A
USGS	13305310	2018-07-01	590	A
USGS	13305310	2018-07-02	525	A
USGS	13305310	2018-07-03	490	A
USGS	13305310	2018-07-04	462	A
USGS	13305310	2018-07-05	419	A
USGS	13305310	2018-07-06	369	A
USGS	13305310	2018-07-07	341	A
USGS	13305310	2018-07-08	305	A
USGS	13305310	2018-07-09	268	A
USGS	13305310	2018-07-10	267	A
USGS	13305310	2018-07-11	249	A
USGS	13305310	2018-07-12	207	A:e
USGS	13305310	2018-07-13	172	A:e
USGS	13305310	2018-07-14	146	A:e
USGS	13305310	2018-07-15	127	A:e
USGS	13305310	2018-07-16	120	A:e
USGS	13305310	2018-07-17	111	A:e
USGS	13305310	2018-07-18	84.7	A
USGS	13305310	2018-07-19	64.9	A
USGS	13305310	2018-07-20	47.4	A
USGS	13305310	2018-07-21	40.4	A
USGS	13305310	2018-07-22	36.1	A
USGS	13305310	2018-07-23	32.3	A
USGS	13305310	2018-07-24	30.1	A
USGS	13305310	2018-07-25	26.3	A
USGS	13305310	2018-07-26	25.7	A
USGS	13305310	2018-07-27	25.6	A
USGS	13305310	2018-07-28	32.2	A
USGS	13305310	2018-07-29	26.6	A
USGS	13305310	2018-07-30	25.9	A
USGS	13305310	2018-07-31	25.7	A
USGS	13305310	2018-08-01	26.2	A
USGS	13305310	2018-08-02	25.7	A
USGS	13305310	2018-08-03	24.8	A
USGS	13305310	2018-08-04	25.4	A
USGS	13305310	2018-08-05	25.6	A
USGS	13305310	2018-08-06	25.7	A
USGS	13305310	2018-08-07	25.4	A
USGS	13305310	2018-08-08	25.8	A
USGS	13305310	2018-08-09	25.8	A
USGS	13305310	2018-08-10	25.7	A
USGS	13305310	2018-08-11	25.4	A
USGS	13305310	2018-08-12	25.9	A
USGS	13305310	2018-08-13	25.5	A
USGS	13305310	2018-08-14	25.2	A
USGS	13305310	2018-08-15	25.6	A
USGS	13305310	2018-08-16	25.7	A
USGS	13305310	2018-08-17	26.4	A
USGS	13305310	2018-08-18	26.7	A
USGS	13305310	2018-08-19	26.6	A
USGS	13305310	2018-08-20	26.7	A
USGS	13305310	2018-08-21	26.3	A
USGS	13305310	2018-08-22	25.2	A
USGS	13305310	2018-08-23	25.3	A
