# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-12 12:47:10 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13305000 LEMHI RIVER NR LEMHI ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13305000
#            TS   parameter     statistic     Description
#         46354       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46355       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46356       00010     00003     Temperature, water, degrees Celsius (Mean)
#         46357       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46357_00060_00003	46357_00060_00003_cd
USGS	13305000	2016-10-19	277	A
USGS	13305000	2016-10-20	274	A
USGS	13305000	2016-10-21	268	A
USGS	13305000	2016-10-22	256	A
USGS	13305000	2016-10-23	259	A
USGS	13305000	2016-10-24	267	A
USGS	13305000	2016-10-25	290	A
USGS	13305000	2016-10-26	284	A
USGS	13305000	2016-10-27	279	A
USGS	13305000	2016-10-28	285	A
USGS	13305000	2016-10-29	314	A
USGS	13305000	2016-10-30	322	A
USGS	13305000	2016-10-31	428	A
USGS	13305000	2016-11-01	404	A
USGS	13305000	2016-11-02	371	A
USGS	13305000	2016-11-03	354	A
USGS	13305000	2016-11-04	343	A
USGS	13305000	2016-11-05	339	A
USGS	13305000	2016-11-06	334	A
USGS	13305000	2016-11-07	326	A
USGS	13305000	2016-11-08	320	A
USGS	13305000	2016-11-09	322	A
USGS	13305000	2016-11-10	323	A
USGS	13305000	2016-11-11	320	A
USGS	13305000	2016-11-12	319	A
USGS	13305000	2016-11-13	317	A
USGS	13305000	2016-11-14	318	A
USGS	13305000	2016-11-15	348	A
USGS	13305000	2016-11-16	383	A
USGS	13305000	2016-11-17	345	A
USGS	13305000	2016-11-18	296	A
USGS	13305000	2016-11-19	307	A
USGS	13305000	2016-11-20	322	A
USGS	13305000	2016-11-21	331	A
USGS	13305000	2016-11-22	325	A
USGS	13305000	2016-11-23	325	A
USGS	13305000	2016-11-24	314	A
USGS	13305000	2016-11-25	295	A
USGS	13305000	2016-11-26	303	A
USGS	13305000	2016-11-27	309	A
USGS	13305000	2016-11-28	316	A
USGS	13305000	2016-11-29	311	A
USGS	13305000	2016-11-30	267	A
USGS	13305000	2016-12-01	273	A
USGS	13305000	2016-12-02	277	A
USGS	13305000	2016-12-03	274	A
USGS	13305000	2016-12-04	265	A
USGS	13305000	2016-12-05	238	A
USGS	13305000	2016-12-06	199	A:e
USGS	13305000	2016-12-07	197	A:e
USGS	13305000	2016-12-08	178	A:e
USGS	13305000	2016-12-09	187	A:e
USGS	13305000	2016-12-10	192	A:e
USGS	13305000	2016-12-11	227	A:e
USGS	13305000	2016-12-12	239	A
USGS	13305000	2016-12-13	203	A:e
USGS	13305000	2016-12-14	186	A:e
USGS	13305000	2016-12-15	237	A:e
USGS	13305000	2016-12-16	252	A
USGS	13305000	2016-12-17	213	A
USGS	13305000	2016-12-18	226	A
USGS	13305000	2016-12-19	240	A:e
USGS	13305000	2016-12-20	254	A:e
USGS	13305000	2016-12-21	233	A:e
USGS	13305000	2016-12-22	216	A:e
USGS	13305000	2016-12-23	222	A:e
USGS	13305000	2016-12-24	233	A:e
USGS	13305000	2016-12-25	236	A:e
USGS	13305000	2016-12-26	247	A:e
USGS	13305000	2016-12-27	260	A:e
USGS	13305000	2016-12-28	255	A:e
USGS	13305000	2016-12-29	264	A:e
USGS	13305000	2016-12-30	267	A:e
USGS	13305000	2016-12-31	256	A:e
USGS	13305000	2017-01-01	249	A:e
USGS	13305000	2017-01-02	251	A:e
USGS	13305000	2017-01-03	245	A:e
USGS	13305000	2017-01-04	225	A:e
USGS	13305000	2017-01-05	194	A:e
USGS	13305000	2017-01-06	182	A:e
USGS	13305000	2017-01-07	180	A:e
USGS	13305000	2017-01-08	254	A:e
USGS	13305000	2017-01-09	319	A:e
USGS	13305000	2017-01-10	292	A:e
USGS	13305000	2017-01-11	243	A:e
USGS	13305000	2017-01-12	204	A:e
USGS	13305000	2017-01-13	184	A:e
USGS	13305000	2017-01-14	161	A:e
USGS	13305000	2017-01-15	132	A:e
USGS	13305000	2017-01-16	125	A:e
USGS	13305000	2017-01-17	158	A:e
USGS	13305000	2017-01-18	196	A:e
USGS	13305000	2017-01-19	237	A:e
USGS	13305000	2017-01-20	253	A:e
USGS	13305000	2017-01-21	252	A:e
USGS	13305000	2017-01-22	254	A:e
USGS	13305000	2017-01-23	262	A:e
USGS	13305000	2017-01-24	262	A
USGS	13305000	2017-01-25	264	A
USGS	13305000	2017-01-26	261	A
USGS	13305000	2017-01-27	231	A:e
USGS	13305000	2017-01-28	207	A:e
USGS	13305000	2017-01-29	241	A:e
USGS	13305000	2017-01-30	265	A:e
USGS	13305000	2017-01-31	258	A:e
USGS	13305000	2017-02-01	256	A
USGS	13305000	2017-02-02	250	A
USGS	13305000	2017-02-03	228	A:e
USGS	13305000	2017-02-04	260	A
USGS	13305000	2017-02-05	258	A
USGS	13305000	2017-02-06	260	A
USGS	13305000	2017-02-07	260	A
USGS	13305000	2017-02-08	256	A
USGS	13305000	2017-02-09	270	A
USGS	13305000	2017-02-10	326	A
USGS	13305000	2017-02-11	318	A
USGS	13305000	2017-02-12	270	A
USGS	13305000	2017-02-13	268	A:e
USGS	13305000	2017-02-14	264	A
USGS	13305000	2017-02-15	268	A
USGS	13305000	2017-02-16	277	A
USGS	13305000	2017-02-17	280	A
USGS	13305000	2017-02-18	284	A
USGS	13305000	2017-02-19	306	A
USGS	13305000	2017-02-20	294	A
USGS	13305000	2017-02-21	307	A
USGS	13305000	2017-02-22	299	A
USGS	13305000	2017-02-23	285	A
USGS	13305000	2017-02-24	271	A
USGS	13305000	2017-02-25	264	A
USGS	13305000	2017-02-26	248	A
USGS	13305000	2017-02-27	248	A
USGS	13305000	2017-02-28	246	A
USGS	13305000	2017-03-01	255	A
USGS	13305000	2017-03-02	257	A
USGS	13305000	2017-03-03	259	A
USGS	13305000	2017-03-04	269	A
USGS	13305000	2017-03-05	266	A
USGS	13305000	2017-03-06	256	A
USGS	13305000	2017-03-07	252	A
USGS	13305000	2017-03-08	266	A
USGS	13305000	2017-03-09	296	A
USGS	13305000	2017-03-10	408	A
USGS	13305000	2017-03-11	405	A
USGS	13305000	2017-03-12	354	A
USGS	13305000	2017-03-13	333	A
USGS	13305000	2017-03-14	360	A
USGS	13305000	2017-03-15	406	A
USGS	13305000	2017-03-16	444	A
USGS	13305000	2017-03-17	424	A
USGS	13305000	2017-03-18	420	A
USGS	13305000	2017-03-19	472	A
USGS	13305000	2017-03-20	457	A
USGS	13305000	2017-03-21	413	A
USGS	13305000	2017-03-22	434	A
USGS	13305000	2017-03-23	405	A
USGS	13305000	2017-03-24	372	A
USGS	13305000	2017-03-25	362	A
USGS	13305000	2017-03-26	346	A
USGS	13305000	2017-03-27	336	A
USGS	13305000	2017-03-28	322	A
USGS	13305000	2017-03-29	315	A
USGS	13305000	2017-03-30	355	A
USGS	13305000	2017-03-31	351	A
USGS	13305000	2017-04-01	335	A
USGS	13305000	2017-04-02	335	A
USGS	13305000	2017-04-03	329	A
USGS	13305000	2017-04-04	320	A
USGS	13305000	2017-04-05	321	A
USGS	13305000	2017-04-06	319	A
USGS	13305000	2017-04-07	335	A
USGS	13305000	2017-04-08	356	A
USGS	13305000	2017-04-09	349	A
USGS	13305000	2017-04-10	332	A
USGS	13305000	2017-04-11	322	A
USGS	13305000	2017-04-12	322	A
USGS	13305000	2017-04-13	323	A
USGS	13305000	2017-04-14	335	A
USGS	13305000	2017-04-15	335	A
USGS	13305000	2017-04-16	331	A
USGS	13305000	2017-04-17	331	A
USGS	13305000	2017-04-18	328	A
USGS	13305000	2017-04-19	317	A
USGS	13305000	2017-04-20	305	A
USGS	13305000	2017-04-21	310	A
USGS	13305000	2017-04-22	295	A
USGS	13305000	2017-04-23	301	A
USGS	13305000	2017-04-24	316	A
USGS	13305000	2017-04-25	320	A
USGS	13305000	2017-04-26	310	A
USGS	13305000	2017-04-27	304	A
USGS	13305000	2017-04-28	279	A
USGS	13305000	2017-04-29	254	A
USGS	13305000	2017-04-30	247	A
USGS	13305000	2017-05-01	248	A
USGS	13305000	2017-05-02	240	A
USGS	13305000	2017-05-03	222	A
USGS	13305000	2017-05-04	222	A
USGS	13305000	2017-05-05	262	A
USGS	13305000	2017-05-06	382	A
USGS	13305000	2017-05-07	615	A
USGS	13305000	2017-05-08	657	A
USGS	13305000	2017-05-09	540	A
USGS	13305000	2017-05-10	507	A
USGS	13305000	2017-05-11	542	A
USGS	13305000	2017-05-12	665	A
USGS	13305000	2017-05-13	855	A
USGS	13305000	2017-05-14	816	A
USGS	13305000	2017-05-15	699	A
USGS	13305000	2017-05-16	587	A
USGS	13305000	2017-05-17	549	A
USGS	13305000	2017-05-18	514	A
USGS	13305000	2017-05-19	458	A
USGS	13305000	2017-05-20	400	A
USGS	13305000	2017-05-21	346	A
USGS	13305000	2017-05-22	326	A
USGS	13305000	2017-05-23	350	A
USGS	13305000	2017-05-24	478	A
USGS	13305000	2017-05-25	625	A
USGS	13305000	2017-05-26	599	A
USGS	13305000	2017-05-27	490	A
USGS	13305000	2017-05-28	402	A
USGS	13305000	2017-05-29	411	A
USGS	13305000	2017-05-30	499	A
USGS	13305000	2017-05-31	678	A
USGS	13305000	2017-06-01	825	A
USGS	13305000	2017-06-02	931	A:e
USGS	13305000	2017-06-03	986	A:e
USGS	13305000	2017-06-04	1070	A:e
USGS	13305000	2017-06-05	1300	A:e
USGS	13305000	2017-06-06	1350	A:e
USGS	13305000	2017-06-07	1050	A:e
USGS	13305000	2017-06-08	1230	A
USGS	13305000	2017-06-09	1200	A
USGS	13305000	2017-06-10	1020	A
USGS	13305000	2017-06-11	898	A
USGS	13305000	2017-06-12	848	A
USGS	13305000	2017-06-13	936	A
USGS	13305000	2017-06-14	942	A
USGS	13305000	2017-06-15	825	A:e
USGS	13305000	2017-06-16	797	A
USGS	13305000	2017-06-17	817	A
USGS	13305000	2017-06-18	821	A
USGS	13305000	2017-06-19	816	A
USGS	13305000	2017-06-20	849	A
USGS	13305000	2017-06-21	944	A
USGS	13305000	2017-06-22	907	A
USGS	13305000	2017-06-23	815	A
USGS	13305000	2017-06-24	760	A
USGS	13305000	2017-06-25	712	A
USGS	13305000	2017-06-26	676	A
USGS	13305000	2017-06-27	733	A
USGS	13305000	2017-06-28	727	A
USGS	13305000	2017-06-29	661	A
USGS	13305000	2017-06-30	592	A
USGS	13305000	2017-07-01	562	A
USGS	13305000	2017-07-02	545	A
USGS	13305000	2017-07-03	538	A
USGS	13305000	2017-07-04	518	A
USGS	13305000	2017-07-05	495	A
USGS	13305000	2017-07-06	481	A
USGS	13305000	2017-07-07	453	A
USGS	13305000	2017-07-08	436	A
USGS	13305000	2017-07-09	422	A
USGS	13305000	2017-07-10	392	A
USGS	13305000	2017-07-11	362	A
USGS	13305000	2017-07-12	340	A
USGS	13305000	2017-07-13	323	A
USGS	13305000	2017-07-14	311	A
USGS	13305000	2017-07-15	304	A
USGS	13305000	2017-07-16	305	A
USGS	13305000	2017-07-17	293	A
USGS	13305000	2017-07-18	282	A
USGS	13305000	2017-07-19	271	A
USGS	13305000	2017-07-20	242	A
USGS	13305000	2017-07-21	222	A
USGS	13305000	2017-07-22	206	A
USGS	13305000	2017-07-23	199	A
USGS	13305000	2017-07-24	192	A
USGS	13305000	2017-07-25	205	A
USGS	13305000	2017-07-26	206	A
USGS	13305000	2017-07-27	212	A
USGS	13305000	2017-07-28	223	A
USGS	13305000	2017-07-29	209	A
USGS	13305000	2017-07-30	201	A
USGS	13305000	2017-07-31	188	A
USGS	13305000	2017-08-01	177	A
USGS	13305000	2017-08-02	173	A
USGS	13305000	2017-08-03	161	A
USGS	13305000	2017-08-04	145	A
USGS	13305000	2017-08-05	144	A
USGS	13305000	2017-08-06	136	A
USGS	13305000	2017-08-07	126	A
USGS	13305000	2017-08-08	123	A
USGS	13305000	2017-08-09	123	A
USGS	13305000	2017-08-10	121	A
USGS	13305000	2017-08-11	118	A
USGS	13305000	2017-08-12	118	A
USGS	13305000	2017-08-13	116	A
USGS	13305000	2017-08-14	124	A
USGS	13305000	2017-08-15	119	A
USGS	13305000	2017-08-16	115	A
USGS	13305000	2017-08-17	115	A
USGS	13305000	2017-08-18	114	A
USGS	13305000	2017-08-19	114	A
USGS	13305000	2017-08-20	117	A
USGS	13305000	2017-08-21	120	A
USGS	13305000	2017-08-22	122	A
USGS	13305000	2017-08-23	122	A
USGS	13305000	2017-08-24	122	A
USGS	13305000	2017-08-25	122	A
USGS	13305000	2017-08-26	118	A
USGS	13305000	2017-08-27	116	A
USGS	13305000	2017-08-28	117	A
USGS	13305000	2017-08-29	117	A
USGS	13305000	2017-08-30	119	A
USGS	13305000	2017-08-31	125	A
USGS	13305000	2017-09-01	128	A
USGS	13305000	2017-09-02	127	A
USGS	13305000	2017-09-03	124	A
USGS	13305000	2017-09-04	124	A
USGS	13305000	2017-09-05	125	A
USGS	13305000	2017-09-06	130	A
USGS	13305000	2017-09-07	129	A
USGS	13305000	2017-09-08	120	A
USGS	13305000	2017-09-09	121	A
USGS	13305000	2017-09-10	126	A
USGS	13305000	2017-09-11	120	A
USGS	13305000	2017-09-12	114	A
USGS	13305000	2017-09-13	112	A
USGS	13305000	2017-09-14	117	A
USGS	13305000	2017-09-15	154	A
USGS	13305000	2017-09-16	193	A
USGS	13305000	2017-09-17	193	A
USGS	13305000	2017-09-18	195	A
USGS	13305000	2017-09-19	233	A
USGS	13305000	2017-09-20	229	A
USGS	13305000	2017-09-21	225	A
USGS	13305000	2017-09-22	242	A
USGS	13305000	2017-09-23	246	A
USGS	13305000	2017-09-24	235	A
USGS	13305000	2017-09-25	231	A
USGS	13305000	2017-09-26	243	A
USGS	13305000	2017-09-27	245	A
USGS	13305000	2017-09-28	239	A
USGS	13305000	2017-09-29	249	A
USGS	13305000	2017-09-30	256	A
USGS	13305000	2017-10-01	274	A
USGS	13305000	2017-10-02	288	A
USGS	13305000	2017-10-03	298	A
USGS	13305000	2017-10-04	329	A
USGS	13305000	2017-10-05	349	A
USGS	13305000	2017-10-06	357	A
USGS	13305000	2017-10-07	356	A
USGS	13305000	2017-10-08	344	A
USGS	13305000	2017-10-09	335	A
USGS	13305000	2017-10-10	341	A
USGS	13305000	2017-10-11	346	A
USGS	13305000	2017-10-12	349	A
USGS	13305000	2017-10-13	356	A
USGS	13305000	2017-10-14	356	A
USGS	13305000	2017-10-15	349	A
USGS	13305000	2017-10-16	347	A
USGS	13305000	2017-10-17	341	A
USGS	13305000	2017-10-18	337	A
USGS	13305000	2017-10-19	332	A
USGS	13305000	2017-10-20	334	A
USGS	13305000	2017-10-21	341	A
USGS	13305000	2017-10-22	344	A
USGS	13305000	2017-10-23	350	A
USGS	13305000	2017-10-24	342	A
USGS	13305000	2017-10-25	333	A
USGS	13305000	2017-10-26	330	A
USGS	13305000	2017-10-27	326	A
USGS	13305000	2017-10-28	324	A
USGS	13305000	2017-10-29	323	A
USGS	13305000	2017-10-30	319	A
USGS	13305000	2017-10-31	308	A
USGS	13305000	2017-11-01	324	A
USGS	13305000	2017-11-02	326	A
USGS	13305000	2017-11-03	329	A
USGS	13305000	2017-11-04	336	A
USGS	13305000	2017-11-05	311	A
USGS	13305000	2017-11-06	327	A
USGS	13305000	2017-11-07	288	A
USGS	13305000	2017-11-08	291	A
USGS	13305000	2017-11-09	328	A
USGS	13305000	2017-11-10	338	A
USGS	13305000	2017-11-11	345	A
USGS	13305000	2017-11-12	340	A
USGS	13305000	2017-11-13	341	A
USGS	13305000	2017-11-14	344	A
USGS	13305000	2017-11-15	326	A
USGS	13305000	2017-11-16	345	A
USGS	13305000	2017-11-17	346	A
USGS	13305000	2017-11-18	305	A
USGS	13305000	2017-11-19	282	A
USGS	13305000	2017-11-20	308	A
USGS	13305000	2017-11-21	322	A
USGS	13305000	2017-11-22	345	A
USGS	13305000	2017-11-23	362	A
USGS	13305000	2017-11-24	384	A
USGS	13305000	2017-11-25	367	A
USGS	13305000	2017-11-26	362	A
USGS	13305000	2017-11-27	383	A
USGS	13305000	2017-11-28	361	A
USGS	13305000	2017-11-29	348	A
USGS	13305000	2017-11-30	295	A
USGS	13305000	2017-12-01	320	A
USGS	13305000	2017-12-02	325	A
USGS	13305000	2017-12-03	336	A
USGS	13305000	2017-12-04	310	A
USGS	13305000	2017-12-05	247	A:e
USGS	13305000	2017-12-06	212	A:e
USGS	13305000	2017-12-07	217	A:e
USGS	13305000	2017-12-08	194	A:e
USGS	13305000	2017-12-09	194	A:e
USGS	13305000	2017-12-10	202	A:e
USGS	13305000	2017-12-11	204	A:e
USGS	13305000	2017-12-12	202	A:e
USGS	13305000	2017-12-13	217	A:e
USGS	13305000	2017-12-14	243	A:e
USGS	13305000	2017-12-15	252	A:e
USGS	13305000	2017-12-16	249	A:e
USGS	13305000	2017-12-17	261	A:e
USGS	13305000	2017-12-18	260	A:e
USGS	13305000	2017-12-19	253	A:e
USGS	13305000	2017-12-20	250	A:e
USGS	13305000	2017-12-21	242	A:e
USGS	13305000	2017-12-22	239	A:e
USGS	13305000	2017-12-23	240	A:e
USGS	13305000	2017-12-24	204	A:e
USGS	13305000	2017-12-25	242	A:e
USGS	13305000	2017-12-26	278	A:e
USGS	13305000	2017-12-27	257	A:e
USGS	13305000	2017-12-28	249	A:e
USGS	13305000	2017-12-29	256	A:e
USGS	13305000	2017-12-30	258	A:e
USGS	13305000	2017-12-31	239	A:e
USGS	13305000	2018-01-01	223	A:e
USGS	13305000	2018-01-02	220	A:e
USGS	13305000	2018-01-03	229	A:e
USGS	13305000	2018-01-04	242	A:e
USGS	13305000	2018-01-05	280	A:e
USGS	13305000	2018-01-06	301	A
USGS	13305000	2018-01-07	302	A
USGS	13305000	2018-01-08	300	A
USGS	13305000	2018-01-09	305	A
USGS	13305000	2018-01-10	315	A
USGS	13305000	2018-01-11	306	A
USGS	13305000	2018-01-12	311	A
USGS	13305000	2018-01-13	312	A
USGS	13305000	2018-01-14	309	A
USGS	13305000	2018-01-15	303	A
USGS	13305000	2018-01-16	286	A
USGS	13305000	2018-01-17	287	A
USGS	13305000	2018-01-18	305	A
USGS	13305000	2018-01-19	322	A
USGS	13305000	2018-01-20	304	A
USGS	13305000	2018-01-21	286	A:e
USGS	13305000	2018-01-22	263	A:e
USGS	13305000	2018-01-23	251	A:e
USGS	13305000	2018-01-24	267	A:e
USGS	13305000	2018-01-25	284	A:e
USGS	13305000	2018-01-26	266	A:e
USGS	13305000	2018-01-27	279	A:e
USGS	13305000	2018-01-28	294	A
USGS	13305000	2018-01-29	304	A
USGS	13305000	2018-01-30	313	A
USGS	13305000	2018-01-31	302	A
USGS	13305000	2018-02-01	292	A
USGS	13305000	2018-02-02	307	A
USGS	13305000	2018-02-03	324	A
USGS	13305000	2018-02-04	349	A
USGS	13305000	2018-02-05	352	A
USGS	13305000	2018-02-06	309	A
USGS	13305000	2018-02-07	297	A
USGS	13305000	2018-02-08	314	A
USGS	13305000	2018-02-09	310	A
USGS	13305000	2018-02-10	287	A
USGS	13305000	2018-02-11	252	A
USGS	13305000	2018-02-12	257	A
USGS	13305000	2018-02-13	235	A
USGS	13305000	2018-02-14	251	A
USGS	13305000	2018-02-15	264	A
USGS	13305000	2018-02-16	253	A
USGS	13305000	2018-02-17	264	A
USGS	13305000	2018-02-18	272	A
USGS	13305000	2018-02-19	250	A
USGS	13305000	2018-02-20	207	A:e
USGS	13305000	2018-02-21	208	A:e
USGS	13305000	2018-02-22	209	A:e
USGS	13305000	2018-02-23	210	A:e
USGS	13305000	2018-02-24	204	A:e
USGS	13305000	2018-02-25	200	A:e
USGS	13305000	2018-02-26	223	A:e
USGS	13305000	2018-02-27	184	A:e
USGS	13305000	2018-02-28	183	A:e
USGS	13305000	2018-03-01	189	A:e
USGS	13305000	2018-03-02	206	A:e
USGS	13305000	2018-03-03	201	A:e
USGS	13305000	2018-03-04	201	A:e
USGS	13305000	2018-03-05	201	A:e
USGS	13305000	2018-03-06	211	A:e
USGS	13305000	2018-03-07	215	A:e
USGS	13305000	2018-03-08	243	A:e
USGS	13305000	2018-03-09	248	A
USGS	13305000	2018-03-10	256	A
USGS	13305000	2018-03-11	254	A
USGS	13305000	2018-03-12	250	A
USGS	13305000	2018-03-13	267	A
USGS	13305000	2018-03-14	318	A
USGS	13305000	2018-03-15	353	A
USGS	13305000	2018-03-16	337	A
USGS	13305000	2018-03-17	311	A
USGS	13305000	2018-03-18	288	A
USGS	13305000	2018-03-19	281	A
USGS	13305000	2018-03-20	271	A
USGS	13305000	2018-03-21	273	A
USGS	13305000	2018-03-22	335	A
USGS	13305000	2018-03-23	448	A
USGS	13305000	2018-03-24	450	A
USGS	13305000	2018-03-25	393	A
USGS	13305000	2018-03-26	313	A
USGS	13305000	2018-03-27	300	A
USGS	13305000	2018-03-28	309	A
USGS	13305000	2018-03-29	309	A
USGS	13305000	2018-03-30	327	A
USGS	13305000	2018-03-31	343	A
USGS	13305000	2018-04-01	338	A
USGS	13305000	2018-04-02	334	A
USGS	13305000	2018-04-03	283	A
USGS	13305000	2018-04-04	300	A
USGS	13305000	2018-04-05	299	A
USGS	13305000	2018-04-06	333	A
USGS	13305000	2018-04-07	367	A
USGS	13305000	2018-04-08	394	A
USGS	13305000	2018-04-09	358	A
USGS	13305000	2018-04-10	328	A
USGS	13305000	2018-04-11	344	A
USGS	13305000	2018-04-12	361	A
USGS	13305000	2018-04-13	339	A
USGS	13305000	2018-04-14	327	A
USGS	13305000	2018-04-15	320	A
USGS	13305000	2018-04-16	337	A
USGS	13305000	2018-04-17	328	A
USGS	13305000	2018-04-18	307	A
USGS	13305000	2018-04-19	297	A
USGS	13305000	2018-04-20	294	A
USGS	13305000	2018-04-21	299	A
USGS	13305000	2018-04-22	326	A
USGS	13305000	2018-04-23	355	A
USGS	13305000	2018-04-24	343	A
USGS	13305000	2018-04-25	331	A
USGS	13305000	2018-04-26	326	A
USGS	13305000	2018-04-27	340	A
USGS	13305000	2018-04-28	375	A
USGS	13305000	2018-04-29	411	A
USGS	13305000	2018-04-30	391	A
USGS	13305000	2018-05-01	359	A
USGS	13305000	2018-05-02	321	A
USGS	13305000	2018-05-03	257	A
USGS	13305000	2018-05-04	237	A
USGS	13305000	2018-05-05	243	A
USGS	13305000	2018-05-06	269	A
USGS	13305000	2018-05-07	340	A
USGS	13305000	2018-05-08	412	A
USGS	13305000	2018-05-09	459	A
USGS	13305000	2018-05-10	491	A
USGS	13305000	2018-05-11	478	A
USGS	13305000	2018-05-12	470	A
USGS	13305000	2018-05-13	448	A
USGS	13305000	2018-05-14	427	A
USGS	13305000	2018-05-15	402	A
USGS	13305000	2018-05-16	403	A
USGS	13305000	2018-05-17	466	A
USGS	13305000	2018-05-18	523	A
USGS	13305000	2018-05-19	579	A
USGS	13305000	2018-05-20	631	A
USGS	13305000	2018-05-21	676	A
USGS	13305000	2018-05-22	710	A
USGS	13305000	2018-05-23	744	A
USGS	13305000	2018-05-24	846	A
USGS	13305000	2018-05-25	927	A
USGS	13305000	2018-05-26	972	A
USGS	13305000	2018-05-27	984	A
USGS	13305000	2018-05-28	969	A
USGS	13305000	2018-05-29	1000	A
USGS	13305000	2018-05-30	983	A
USGS	13305000	2018-05-31	981	A
USGS	13305000	2018-06-01	1040	A
USGS	13305000	2018-06-02	946	A
USGS	13305000	2018-06-03	870	A
USGS	13305000	2018-06-04	842	A
USGS	13305000	2018-06-05	828	A
USGS	13305000	2018-06-06	810	A
USGS	13305000	2018-06-07	765	A
USGS	13305000	2018-06-08	750	A
USGS	13305000	2018-06-09	717	A
USGS	13305000	2018-06-10	748	A
USGS	13305000	2018-06-11	659	A
USGS	13305000	2018-06-12	573	A
USGS	13305000	2018-06-13	517	A
USGS	13305000	2018-06-14	492	A
USGS	13305000	2018-06-15	474	A
USGS	13305000	2018-06-16	584	A
USGS	13305000	2018-06-17	570	A
USGS	13305000	2018-06-18	781	A
USGS	13305000	2018-06-19	794	A
USGS	13305000	2018-06-20	710	A:e
USGS	13305000	2018-06-21	749	A:e
USGS	13305000	2018-06-22	759	A
USGS	13305000	2018-06-23	774	A
USGS	13305000	2018-06-24	701	A
USGS	13305000	2018-06-25	658	A
USGS	13305000	2018-06-26	635	A
USGS	13305000	2018-06-27	586	A
USGS	13305000	2018-06-28	550	A
USGS	13305000	2018-06-29	557	A
USGS	13305000	2018-06-30	519	A
USGS	13305000	2018-07-01	479	A
USGS	13305000	2018-07-02	455	A
USGS	13305000	2018-07-03	435	A
USGS	13305000	2018-07-04	402	A
USGS	13305000	2018-07-05	363	A
USGS	13305000	2018-07-06	336	A
USGS	13305000	2018-07-07	327	A
USGS	13305000	2018-07-08	312	A
USGS	13305000	2018-07-09	294	A
USGS	13305000	2018-07-10	284	A
USGS	13305000	2018-07-11	267	A
USGS	13305000	2018-07-12	240	A
USGS	13305000	2018-07-13	234	A
USGS	13305000	2018-07-14	224	A
USGS	13305000	2018-07-15	224	A
USGS	13305000	2018-07-16	201	A
USGS	13305000	2018-07-17	198	A
USGS	13305000	2018-07-18	184	A
USGS	13305000	2018-07-19	171	A
USGS	13305000	2018-07-20	164	A
USGS	13305000	2018-07-21	157	A
USGS	13305000	2018-07-22	153	A
USGS	13305000	2018-07-23	156	A
USGS	13305000	2018-07-24	149	A
USGS	13305000	2018-07-25	142	A
USGS	13305000	2018-07-26	134	A
USGS	13305000	2018-07-27	128	A
USGS	13305000	2018-07-28	126	A
USGS	13305000	2018-07-29	123	A
USGS	13305000	2018-07-30	120	A
USGS	13305000	2018-07-31	116	A
USGS	13305000	2018-08-01	114	A
USGS	13305000	2018-08-02	108	A
USGS	13305000	2018-08-03	97.0	A
USGS	13305000	2018-08-04	105	A
USGS	13305000	2018-08-05	117	A
USGS	13305000	2018-08-06	116	A
USGS	13305000	2018-08-07	114	A
USGS	13305000	2018-08-08	109	A
USGS	13305000	2018-08-09	104	A
USGS	13305000	2018-08-10	102	A
USGS	13305000	2018-08-11	99.3	A
USGS	13305000	2018-08-12	96.6	A
USGS	13305000	2018-08-13	96.6	A
USGS	13305000	2018-08-14	96.2	A
USGS	13305000	2018-08-15	94.9	A
USGS	13305000	2018-08-16	96.7	A
USGS	13305000	2018-08-17	101	A
USGS	13305000	2018-08-18	99.6	A
USGS	13305000	2018-08-19	96.8	A
USGS	13305000	2018-08-20	99.3	A
USGS	13305000	2018-08-21	108	A
USGS	13305000	2018-08-22	102	A
USGS	13305000	2018-08-23	98.1	A
USGS	13305000	2018-08-24	96.1	A
USGS	13305000	2018-08-25	93.7	A
USGS	13305000	2018-08-26	94.6	A
USGS	13305000	2018-08-27	103	A
USGS	13305000	2018-08-28	107	A
USGS	13305000	2018-08-29	101	A
USGS	13305000	2018-08-30	95.4	A
USGS	13305000	2018-08-31	97.3	A
USGS	13305000	2018-09-01	97.7	A
USGS	13305000	2018-09-02	98.5	A
USGS	13305000	2018-09-03	99.3	A
USGS	13305000	2018-09-04	98.1	A
USGS	13305000	2018-09-05	97.4	A
USGS	13305000	2018-09-06	102	A
